"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","GDP","TOT","MLN_USD","A","1992",5710.9809,"E"
"ISL","GDP","TOT","MLN_USD","A","1993",5923.0781,"E"
"ISL","GDP","TOT","MLN_USD","A","1994",6267.8782,"E"
"ISL","GDP","TOT","MLN_USD","A","1995",6406.7656,
"ISL","GDP","TOT","MLN_USD","A","1996",6664.9159,
"ISL","GDP","TOT","MLN_USD","A","1997",7296.1728,
"ISL","GDP","TOT","MLN_USD","A","1998",7861.9233,
"ISL","GDP","TOT","MLN_USD","A","1999",8189.1719,
"ISL","GDP","TOT","MLN_USD","A","2000",8354.7556,
"ISL","GDP","TOT","MLN_USD","A","2001",9054.9035,
"ISL","GDP","TOT","MLN_USD","A","2002",9351.4048,
"ISL","GDP","TOT","MLN_USD","A","2003",9443.9894,
"ISL","GDP","TOT","MLN_USD","A","2004",10400.1903,
"ISL","GDP","TOT","MLN_USD","A","2005",11048.3558,
"ISL","GDP","TOT","MLN_USD","A","2006",11876.0407,
"ISL","GDP","TOT","MLN_USD","A","2007",12824.1302,
"ISL","GDP","TOT","MLN_USD","A","2008",13749.8517,
"ISL","GDP","TOT","MLN_USD","A","2009",13346.8168,
"ISL","GDP","TOT","MLN_USD","A","2010",12587.0994,
"ISL","GDP","TOT","MLN_USD","A","2011",13005.319,
"ISL","GDP","TOT","MLN_USD","A","2012",13446.4487,
"ISL","GDP","TOT","MLN_USD","A","2013",14296.6258,
"ISL","GDP","TOT","MLN_USD","A","2014",14966.3831,
"ISL","GDP","TOT","MLN_USD","A","2015",16161.7503,
"ISL","GDP","TOT","MLN_USD","A","2016",17555.0006,
"ISL","GDP","TOT","MLN_USD","A","2017",19000.3535,
"ISL","GDP","TOT","MLN_USD","A","2018",20263.8029,
"ISL","GDP","TOT","USD_CAP","A","1970",3856.664485,"E"
"ISL","GDP","TOT","USD_CAP","A","1971",4537.240643,"E"
"ISL","GDP","TOT","USD_CAP","A","1972",4949.330979,"E"
"ISL","GDP","TOT","USD_CAP","A","1973",5494.754381,"E"
"ISL","GDP","TOT","USD_CAP","A","1974",6243.941934,"E"
"ISL","GDP","TOT","USD_CAP","A","1975",6781.126557,"E"
"ISL","GDP","TOT","USD_CAP","A","1976",7508.28417,"E"
"ISL","GDP","TOT","USD_CAP","A","1977",8612.24227,"E"
"ISL","GDP","TOT","USD_CAP","A","1978",9695.532894,"E"
"ISL","GDP","TOT","USD_CAP","A","1979",10904.844012,"E"
"ISL","GDP","TOT","USD_CAP","A","1980",12440.38527,"E"
"ISL","GDP","TOT","USD_CAP","A","1981",14035.777054,"E"
"ISL","GDP","TOT","USD_CAP","A","1982",15016.227777,"E"
"ISL","GDP","TOT","USD_CAP","A","1983",15072.628441,"E"
"ISL","GDP","TOT","USD_CAP","A","1984",16094.403026,"E"
"ISL","GDP","TOT","USD_CAP","A","1985",17014.764918,"E"
"ISL","GDP","TOT","USD_CAP","A","1986",18308.855733,"E"
"ISL","GDP","TOT","USD_CAP","A","1987",20136.950932,"E"
"ISL","GDP","TOT","USD_CAP","A","1988",20501.57138,"E"
"ISL","GDP","TOT","USD_CAP","A","1989",21118.571912,"E"
"ISL","GDP","TOT","USD_CAP","A","1990",21987.665322,"E"
"ISL","GDP","TOT","USD_CAP","A","1991",22401.100751,"E"
"ISL","GDP","TOT","USD_CAP","A","1992",21872.521147,"E"
"ISL","GDP","TOT","USD_CAP","A","1993",22454.35869,"E"
"ISL","GDP","TOT","USD_CAP","A","1994",23562.920429,"E"
"ISL","GDP","TOT","USD_CAP","A","1995",23959.48238,
"ISL","GDP","TOT","USD_CAP","A","1996",24785.853138,
"ISL","GDP","TOT","USD_CAP","A","1997",26933.085164,
"ISL","GDP","TOT","USD_CAP","A","1998",28714.10997,
"ISL","GDP","TOT","USD_CAP","A","1999",29542.467339,
"ISL","GDP","TOT","USD_CAP","A","2000",29711.079761,
"ISL","GDP","TOT","USD_CAP","A","2001",31760.447128,
"ISL","GDP","TOT","USD_CAP","A","2002",32515.31575,
"ISL","GDP","TOT","USD_CAP","A","2003",32644.277113,
"ISL","GDP","TOT","USD_CAP","A","2004",35544.054473,
"ISL","GDP","TOT","USD_CAP","A","2005",37338.140559,
"ISL","GDP","TOT","USD_CAP","A","2006",39027.409588,
"ISL","GDP","TOT","USD_CAP","A","2007",41182.178058,
"ISL","GDP","TOT","USD_CAP","A","2008",43049.003302,
"ISL","GDP","TOT","USD_CAP","A","2009",41813.335878,
"ISL","GDP","TOT","USD_CAP","A","2010",39582.073456,
"ISL","GDP","TOT","USD_CAP","A","2011",40769.02509,
"ISL","GDP","TOT","USD_CAP","A","2012",41928.43377,
"ISL","GDP","TOT","USD_CAP","A","2013",44152.643131,
"ISL","GDP","TOT","USD_CAP","A","2014",45712.837676,
"ISL","GDP","TOT","USD_CAP","A","2015",48856.560901,
"ISL","GDP","TOT","USD_CAP","A","2016",52340.490639,
"ISL","GDP","TOT","USD_CAP","A","2017",55330.091865,
"ISL","GDP","TOT","USD_CAP","A","2018",57453.367882,
"IRL","GDP","TOT","MLN_USD","A","1970",7250.3623,"E"
"IRL","GDP","TOT","MLN_USD","A","1971",7882.2269,"E"
"IRL","GDP","TOT","MLN_USD","A","1972",8756.6111,"E"
"IRL","GDP","TOT","MLN_USD","A","1973",9672.5562,"E"
"IRL","GDP","TOT","MLN_USD","A","1974",10992.1137,"E"
"IRL","GDP","TOT","MLN_USD","A","1975",12689.65,"E"
"IRL","GDP","TOT","MLN_USD","A","1976",13574.7475,"E"
"IRL","GDP","TOT","MLN_USD","A","1977",15602.1168,"E"
"IRL","GDP","TOT","MLN_USD","A","1978",17899.6946,"E"
"IRL","GDP","TOT","MLN_USD","A","1979",19980.4601,"E"
"IRL","GDP","TOT","MLN_USD","A","1980",22456.1438,"E"
"IRL","GDP","TOT","MLN_USD","A","1981",25398.3552,"E"
"IRL","GDP","TOT","MLN_USD","A","1982",27583.3164,"E"
"IRL","GDP","TOT","MLN_USD","A","1983",28593.6667,"E"
"IRL","GDP","TOT","MLN_USD","A","1984",30915.2392,"E"
"IRL","GDP","TOT","MLN_USD","A","1985",32877.0093,"E"
"IRL","GDP","TOT","MLN_USD","A","1986",33395.4598,"E"
"IRL","GDP","TOT","MLN_USD","A","1987",35816.9239,"E"
"IRL","GDP","TOT","MLN_USD","A","1988",39014.9781,"E"
"IRL","GDP","TOT","MLN_USD","A","1989",42901.7224,"E"
"IRL","GDP","TOT","MLN_USD","A","1990",48275.9323,"E"
"IRL","GDP","TOT","MLN_USD","A","1991",50871.5606,"E"
"IRL","GDP","TOT","MLN_USD","A","1992",53770.4118,"E"
"IRL","GDP","TOT","MLN_USD","A","1993",56526.5137,"E"
"IRL","GDP","TOT","MLN_USD","A","1994",61056.6132,"E"
"IRL","GDP","TOT","MLN_USD","A","1995",68342.6644,
"IRL","GDP","TOT","MLN_USD","A","1996",74493.1711,
"IRL","GDP","TOT","MLN_USD","A","1997",83130.188,
"IRL","GDP","TOT","MLN_USD","A","1998",93038.1861,
"IRL","GDP","TOT","MLN_USD","A","1999",101361.4247,
"IRL","GDP","TOT","MLN_USD","A","2000",114831.921,
"IRL","GDP","TOT","MLN_USD","A","2001",125831.0378,
"IRL","GDP","TOT","MLN_USD","A","2002",138451.7822,
"IRL","GDP","TOT","MLN_USD","A","2003",144824.6283,
"IRL","GDP","TOT","MLN_USD","A","2004",157394.1675,
"IRL","GDP","TOT","MLN_USD","A","2005",168217.6903,
"IRL","GDP","TOT","MLN_USD","A","2006",188914.1186,
"IRL","GDP","TOT","MLN_USD","A","2007",205693.3632,
"IRL","GDP","TOT","MLN_USD","A","2008",198813.7927,
"IRL","GDP","TOT","MLN_USD","A","2009",188770.0502,
"IRL","GDP","TOT","MLN_USD","A","2010",197431.8907,
"IRL","GDP","TOT","MLN_USD","A","2011",205441.1663,
"IRL","GDP","TOT","MLN_USD","A","2012",212758.4963,
"IRL","GDP","TOT","MLN_USD","A","2013",221468.225,
"IRL","GDP","TOT","MLN_USD","A","2014",237861.262,
"IRL","GDP","TOT","MLN_USD","A","2015",324698.4755,
"IRL","GDP","TOT","MLN_USD","A","2016",335356.9946,
"IRL","GDP","TOT","MLN_USD","A","2017",373035.9789,
"IRL","GDP","TOT","MLN_USD","A","2018",403828.305,
"IRL","GDP","TOT","USD_CAP","A","1970",2457.749938,"E"
"IRL","GDP","TOT","USD_CAP","A","1971",2646.818982,"E"
"IRL","GDP","TOT","USD_CAP","A","1972",2895.704725,"E"
"IRL","GDP","TOT","USD_CAP","A","1973",3147.593945,"E"
"IRL","GDP","TOT","USD_CAP","A","1974",3518.602333,"E"
"IRL","GDP","TOT","USD_CAP","A","1975",3994.224107,"E"
"IRL","GDP","TOT","USD_CAP","A","1976",4205.312116,"E"
"IRL","GDP","TOT","USD_CAP","A","1977",4768.373119,"E"
"IRL","GDP","TOT","USD_CAP","A","1978",5401.235537,"E"
"IRL","GDP","TOT","USD_CAP","A","1979",5932.440647,"E"
"IRL","GDP","TOT","USD_CAP","A","1980",6602.806173,"E"
"IRL","GDP","TOT","USD_CAP","A","1981",7376.809538,"E"
"IRL","GDP","TOT","USD_CAP","A","1982",7926.240353,"E"
"IRL","GDP","TOT","USD_CAP","A","1983",8157.964823,"E"
"IRL","GDP","TOT","USD_CAP","A","1984",8760.339799,"E"
"IRL","GDP","TOT","USD_CAP","A","1985",9284.667975,"E"
"IRL","GDP","TOT","USD_CAP","A","1986",9428.418903,"E"
"IRL","GDP","TOT","USD_CAP","A","1987",10109.207977,"E"
"IRL","GDP","TOT","USD_CAP","A","1988",11049.271624,"E"
"IRL","GDP","TOT","USD_CAP","A","1989",12222.712923,"E"
"IRL","GDP","TOT","USD_CAP","A","1990",13769.518615,"E"
"IRL","GDP","TOT","USD_CAP","A","1991",14427.555472,"E"
"IRL","GDP","TOT","USD_CAP","A","1992",15125.291633,"E"
"IRL","GDP","TOT","USD_CAP","A","1993",15816.036279,"E"
"IRL","GDP","TOT","USD_CAP","A","1994",17026.384047,"E"
"IRL","GDP","TOT","USD_CAP","A","1995",18977.220551,
"IRL","GDP","TOT","USD_CAP","A","1996",20543.606385,
"IRL","GDP","TOT","USD_CAP","A","1997",22686.512568,
"IRL","GDP","TOT","USD_CAP","A","1998",25049.543024,
"IRL","GDP","TOT","USD_CAP","A","1999",26995.533313,
"IRL","GDP","TOT","USD_CAP","A","2000",30185.182728,
"IRL","GDP","TOT","USD_CAP","A","2001",32566.578165,
"IRL","GDP","TOT","USD_CAP","A","2002",35212.94778,
"IRL","GDP","TOT","USD_CAP","A","2003",36233.47711,
"IRL","GDP","TOT","USD_CAP","A","2004",38697.209778,
"IRL","GDP","TOT","USD_CAP","A","2005",40437.080879,
"IRL","GDP","TOT","USD_CAP","A","2006",44243.985255,
"IRL","GDP","TOT","USD_CAP","A","2007",46746.547399,
"IRL","GDP","TOT","USD_CAP","A","2008",44219.775877,
"IRL","GDP","TOT","USD_CAP","A","2009",41587.138158,
"IRL","GDP","TOT","USD_CAP","A","2010",43298.660675,
"IRL","GDP","TOT","USD_CAP","A","2011",44870.463335,
"IRL","GDP","TOT","USD_CAP","A","2012",46277.631709,
"IRL","GDP","TOT","USD_CAP","A","2013",47936.388703,
"IRL","GDP","TOT","USD_CAP","A","2014",51125.923299,
"IRL","GDP","TOT","USD_CAP","A","2015",69147.029059,
"IRL","GDP","TOT","USD_CAP","A","2016",70616.428356,
"IRL","GDP","TOT","USD_CAP","A","2017",77679.028493,
"IRL","GDP","TOT","USD_CAP","A","2018",83081.132162,
"ITA","GDP","TOT","MLN_USD","A","1970",195188.178,"E"
"ITA","GDP","TOT","MLN_USD","A","1971",208811.1954,"E"
"ITA","GDP","TOT","MLN_USD","A","1972",225876.8745,"E"
"ITA","GDP","TOT","MLN_USD","A","1973",255232.3643,"E"
"ITA","GDP","TOT","MLN_USD","A","1974",293501.3207,"E"
"ITA","GDP","TOT","MLN_USD","A","1975",313984.3484,"E"
"ITA","GDP","TOT","MLN_USD","A","1976",354867.9657,"E"
"ITA","GDP","TOT","MLN_USD","A","1977",386568.159,"E"
"ITA","GDP","TOT","MLN_USD","A","1978",427165.0795,"E"
"ITA","GDP","TOT","MLN_USD","A","1979",490172.6105,"E"
"ITA","GDP","TOT","MLN_USD","A","1980",552781.8134,"E"
"ITA","GDP","TOT","MLN_USD","A","1981",610195.333,"E"
"ITA","GDP","TOT","MLN_USD","A","1982",650574.1441,"E"
"ITA","GDP","TOT","MLN_USD","A","1983",683960.126,"E"
"ITA","GDP","TOT","MLN_USD","A","1984",731495.0141,"E"
"ITA","GDP","TOT","MLN_USD","A","1985",775743.2869,"E"
"ITA","GDP","TOT","MLN_USD","A","1986",813998.792,"E"
"ITA","GDP","TOT","MLN_USD","A","1987",860749.7877,"E"
"ITA","GDP","TOT","MLN_USD","A","1988",928488.7949,"E"
"ITA","GDP","TOT","MLN_USD","A","1989",997582.843,"E"
"ITA","GDP","TOT","MLN_USD","A","1990",1055477,"E"
"ITA","GDP","TOT","MLN_USD","A","1991",1107957.7421,"E"
"ITA","GDP","TOT","MLN_USD","A","1992",1142661.1524,"E"
"ITA","GDP","TOT","MLN_USD","A","1993",1159758.4389,"E"
"ITA","GDP","TOT","MLN_USD","A","1994",1210003.0576,"E"
"ITA","GDP","TOT","MLN_USD","A","1995",1271038.0332,
"ITA","GDP","TOT","MLN_USD","A","1996",1309463.176,
"ITA","GDP","TOT","MLN_USD","A","1997",1358163.3163,
"ITA","GDP","TOT","MLN_USD","A","1998",1423845.0908,
"ITA","GDP","TOT","MLN_USD","A","1999",1457193.1098,
"ITA","GDP","TOT","MLN_USD","A","2000",1541774.2644,
"ITA","GDP","TOT","MLN_USD","A","2001",1597864.1992,
"ITA","GDP","TOT","MLN_USD","A","2002",1639680.5006,
"ITA","GDP","TOT","MLN_USD","A","2003",1671516.3388,
"ITA","GDP","TOT","MLN_USD","A","2004",1703319.4548,
"ITA","GDP","TOT","MLN_USD","A","2005",1746658.1099,
"ITA","GDP","TOT","MLN_USD","A","2006",1885023.8096,
"ITA","GDP","TOT","MLN_USD","A","2007",1993226.8961,
"ITA","GDP","TOT","MLN_USD","A","2008",2089717.307,
"ITA","GDP","TOT","MLN_USD","A","2009",2045291.5366,
"ITA","GDP","TOT","MLN_USD","A","2010",2083936.4002,
"ITA","GDP","TOT","MLN_USD","A","2011",2173169.9605,
"ITA","GDP","TOT","MLN_USD","A","2012",2172383.1081,
"ITA","GDP","TOT","MLN_USD","A","2013",2187376.6067,
"ITA","GDP","TOT","MLN_USD","A","2014",2200256.4092,
"ITA","GDP","TOT","MLN_USD","A","2015",2241523.7429,
"ITA","GDP","TOT","MLN_USD","A","2016",2375288.647,
"ITA","GDP","TOT","MLN_USD","A","2017",2494114.9304,
"ITA","GDP","TOT","MLN_USD","A","2018",2527866.1106,
"ITA","GDP","TOT","USD_CAP","A","1970",3626.55681,"E"
"ITA","GDP","TOT","USD_CAP","A","1971",3861.617897,"E"
"ITA","GDP","TOT","USD_CAP","A","1972",4153.57622,"E"
"ITA","GDP","TOT","USD_CAP","A","1973",4661.65914,"E"
"ITA","GDP","TOT","USD_CAP","A","1974",5325.649204,"E"
"ITA","GDP","TOT","USD_CAP","A","1975",5663.396194,"E"
"ITA","GDP","TOT","USD_CAP","A","1976",6368.966134,"E"
"ITA","GDP","TOT","USD_CAP","A","1977",6908.50497,"E"
"ITA","GDP","TOT","USD_CAP","A","1978",7606.879509,"E"
"ITA","GDP","TOT","USD_CAP","A","1979",8703.704351,"E"
"ITA","GDP","TOT","USD_CAP","A","1980",9795.208436,"E"
"ITA","GDP","TOT","USD_CAP","A","1981",10797.948922,"E"
"ITA","GDP","TOT","USD_CAP","A","1982",11505.728229,"E"
"ITA","GDP","TOT","USD_CAP","A","1983",12091.770682,"E"
"ITA","GDP","TOT","USD_CAP","A","1984",12929.262649,"E"
"ITA","GDP","TOT","USD_CAP","A","1985",13707.382825,"E"
"ITA","GDP","TOT","USD_CAP","A","1986",14382.569712,"E"
"ITA","GDP","TOT","USD_CAP","A","1987",15207.082938,"E"
"ITA","GDP","TOT","USD_CAP","A","1988",16395.908036,"E"
"ITA","GDP","TOT","USD_CAP","A","1989",17602.808505,"E"
"ITA","GDP","TOT","USD_CAP","A","1990",18608.813241,"E"
"ITA","GDP","TOT","USD_CAP","A","1991",19514.715716,"E"
"ITA","GDP","TOT","USD_CAP","A","1992",20118.300976,"E"
"ITA","GDP","TOT","USD_CAP","A","1993",20406.857409,"E"
"ITA","GDP","TOT","USD_CAP","A","1994",21286.605966,"E"
"ITA","GDP","TOT","USD_CAP","A","1995",22359.990943,
"ITA","GDP","TOT","USD_CAP","A","1996",23029.480604,
"ITA","GDP","TOT","USD_CAP","A","1997",23873.33041,
"ITA","GDP","TOT","USD_CAP","A","1998",25020.69336,
"ITA","GDP","TOT","USD_CAP","A","1999",25602.386484,
"ITA","GDP","TOT","USD_CAP","A","2000",27076.174998,
"ITA","GDP","TOT","USD_CAP","A","2001",28042.643168,
"ITA","GDP","TOT","USD_CAP","A","2002",28716.197174,
"ITA","GDP","TOT","USD_CAP","A","2003",29114.102807,
"ITA","GDP","TOT","USD_CAP","A","2004",29446.371235,
"ITA","GDP","TOT","USD_CAP","A","2005",30016.1557,
"ITA","GDP","TOT","USD_CAP","A","2006",32262.115849,
"ITA","GDP","TOT","USD_CAP","A","2007",33905.682103,
"ITA","GDP","TOT","USD_CAP","A","2008",35274.312724,
"ITA","GDP","TOT","USD_CAP","A","2009",34329.471244,
"ITA","GDP","TOT","USD_CAP","A","2010",34831.193927,
"ITA","GDP","TOT","USD_CAP","A","2011",36183.316026,
"ITA","GDP","TOT","USD_CAP","A","2012",36002.908697,
"ITA","GDP","TOT","USD_CAP","A","2013",36067.707344,
"ITA","GDP","TOT","USD_CAP","A","2014",36194.916674,
"ITA","GDP","TOT","USD_CAP","A","2015",36909.296843,
"ITA","GDP","TOT","USD_CAP","A","2016",39178.403316,
"ITA","GDP","TOT","USD_CAP","A","2017",41200.047746,
"ITA","GDP","TOT","USD_CAP","A","2018",41836.987819,
"JPN","GDP","TOT","MLN_USD","A","1970",341295.7244,"E"
"JPN","GDP","TOT","MLN_USD","A","1971",375446.9618,"E"
"JPN","GDP","TOT","MLN_USD","A","1972",424630.545,"E"
"JPN","GDP","TOT","MLN_USD","A","1973",483877.8053,"E"
"JPN","GDP","TOT","MLN_USD","A","1974",520958.2984,"E"
"JPN","GDP","TOT","MLN_USD","A","1975",586810.3324,"E"
"JPN","GDP","TOT","MLN_USD","A","1976",643714.089,"E"
"JPN","GDP","TOT","MLN_USD","A","1977",713727.5613,"E"
"JPN","GDP","TOT","MLN_USD","A","1978",804203.9075,"E"
"JPN","GDP","TOT","MLN_USD","A","1979",918687.3485,"E"
"JPN","GDP","TOT","MLN_USD","A","1980",1029895.767,
"JPN","GDP","TOT","MLN_USD","A","1981",1174800.1559,
"JPN","GDP","TOT","MLN_USD","A","1982",1288700.8843,
"JPN","GDP","TOT","MLN_USD","A","1983",1386356.1626,
"JPN","GDP","TOT","MLN_USD","A","1984",1501037.3774,
"JPN","GDP","TOT","MLN_USD","A","1985",1629546.1288,
"JPN","GDP","TOT","MLN_USD","A","1986",1717662.4378,
"JPN","GDP","TOT","MLN_USD","A","1987",1843397.4534,
"JPN","GDP","TOT","MLN_USD","A","1988",2037908.9487,
"JPN","GDP","TOT","MLN_USD","A","1989",2220685.5227,
"JPN","GDP","TOT","MLN_USD","A","1990",2416532.1786,
"JPN","GDP","TOT","MLN_USD","A","1991",2583631.1222,
"JPN","GDP","TOT","MLN_USD","A","1992",2664920.0284,
"JPN","GDP","TOT","MLN_USD","A","1993",2713930.2918,
"JPN","GDP","TOT","MLN_USD","A","1994",2799409.6198,
"JPN","GDP","TOT","MLN_USD","A","1995",2936481.8621,
"JPN","GDP","TOT","MLN_USD","A","1996",3082947.4725,
"JPN","GDP","TOT","MLN_USD","A","1997",3169854.5897,
"JPN","GDP","TOT","MLN_USD","A","1998",3169360.9,
"JPN","GDP","TOT","MLN_USD","A","1999",3207019.6365,
"JPN","GDP","TOT","MLN_USD","A","2000",3404300.1282,
"JPN","GDP","TOT","MLN_USD","A","2001",3493106.8913,
"JPN","GDP","TOT","MLN_USD","A","2002",3588864.9274,
"JPN","GDP","TOT","MLN_USD","A","2003",3694202.5562,
"JPN","GDP","TOT","MLN_USD","A","2004",3877296.2044,
"JPN","GDP","TOT","MLN_USD","A","2005",4045734.3991,
"JPN","GDP","TOT","MLN_USD","A","2006",4230713.9521,
"JPN","GDP","TOT","MLN_USD","A","2007",4416227.659,
"JPN","GDP","TOT","MLN_USD","A","2008",4456434.3648,
"JPN","GDP","TOT","MLN_USD","A","2009",4250983.2048,
"JPN","GDP","TOT","MLN_USD","A","2010",4480784.4068,
"JPN","GDP","TOT","MLN_USD","A","2011",4573186.7921,
"JPN","GDP","TOT","MLN_USD","A","2012",4746699.3877,
"JPN","GDP","TOT","MLN_USD","A","2013",4967051.5751,
"JPN","GDP","TOT","MLN_USD","A","2014",4986566.2095,
"JPN","GDP","TOT","MLN_USD","A","2015",5136018.7777,
"JPN","GDP","TOT","MLN_USD","A","2016",5221770.1934,
"JPN","GDP","TOT","MLN_USD","A","2017",5319800.4374,
"JPN","GDP","TOT","MLN_USD","A","2018",5414680.0262,"E"
"JPN","GDP","TOT","USD_CAP","A","1970",3283.240245,"E"
"JPN","GDP","TOT","USD_CAP","A","1971",3576.258357,"E"
"JPN","GDP","TOT","USD_CAP","A","1972",3990.275054,"E"
"JPN","GDP","TOT","USD_CAP","A","1973",4443.245651,"E"
"JPN","GDP","TOT","USD_CAP","A","1974",4718.602094,"E"
"JPN","GDP","TOT","USD_CAP","A","1975",5250.24191,"E"
"JPN","GDP","TOT","USD_CAP","A","1976",5695.524931,"E"
"JPN","GDP","TOT","USD_CAP","A","1977",6253.444969,"E"
"JPN","GDP","TOT","USD_CAP","A","1978",6982.402573,"E"
"JPN","GDP","TOT","USD_CAP","A","1979",7910.311248,"E"
"JPN","GDP","TOT","USD_CAP","A","1980",8798.01612,
"JPN","GDP","TOT","USD_CAP","A","1981",9964.208885,
"JPN","GDP","TOT","USD_CAP","A","1982",10854.228862,
"JPN","GDP","TOT","USD_CAP","A","1983",11597.812899,
"JPN","GDP","TOT","USD_CAP","A","1984",12476.932608,
"JPN","GDP","TOT","USD_CAP","A","1985",13461.871876,
"JPN","GDP","TOT","USD_CAP","A","1986",14118.54708,
"JPN","GDP","TOT","USD_CAP","A","1987",15080.27269,
"JPN","GDP","TOT","USD_CAP","A","1988",16602.785846,
"JPN","GDP","TOT","USD_CAP","A","1989",18024.313321,
"JPN","GDP","TOT","USD_CAP","A","1990",19549.491377,
"JPN","GDP","TOT","USD_CAP","A","1991",20818.777627,
"JPN","GDP","TOT","USD_CAP","A","1992",21393.467198,
"JPN","GDP","TOT","USD_CAP","A","1993",21722.216554,
"JPN","GDP","TOT","USD_CAP","A","1994",22374.51341,
"JPN","GDP","TOT","USD_CAP","A","1995",23410.200119,
"JPN","GDP","TOT","USD_CAP","A","1996",24524.086774,
"JPN","GDP","TOT","USD_CAP","A","1997",25155.380004,
"JPN","GDP","TOT","USD_CAP","A","1998",25084.178743,
"JPN","GDP","TOT","USD_CAP","A","1999",25334.510151,
"JPN","GDP","TOT","USD_CAP","A","2000",26841.230679,
"JPN","GDP","TOT","USD_CAP","A","2001",27476.22071,
"JPN","GDP","TOT","USD_CAP","A","2002",28170.054375,
"JPN","GDP","TOT","USD_CAP","A","2003",28943.718415,
"JPN","GDP","TOT","USD_CAP","A","2004",30354.456953,
"JPN","GDP","TOT","USD_CAP","A","2005",31667.91436,
"JPN","GDP","TOT","USD_CAP","A","2006",33094.337772,
"JPN","GDP","TOT","USD_CAP","A","2007",34507.170331,
"JPN","GDP","TOT","USD_CAP","A","2008",34803.657814,
"JPN","GDP","TOT","USD_CAP","A","2009",33201.98701,
"JPN","GDP","TOT","USD_CAP","A","2010",34994.372256,
"JPN","GDP","TOT","USD_CAP","A","2011",35775.256332,
"JPN","GDP","TOT","USD_CAP","A","2012",37213.837398,
"JPN","GDP","TOT","USD_CAP","A","2013",39008.36056,
"JPN","GDP","TOT","USD_CAP","A","2014",39183.465681,
"JPN","GDP","TOT","USD_CAP","A","2015",40406.095333,
"JPN","GDP","TOT","USD_CAP","A","2016",41138.003461,
"JPN","GDP","TOT","USD_CAP","A","2017",41985.386939,
"JPN","GDP","TOT","USD_CAP","A","2018",42823.090453,"E"
"KOR","GDP","TOT","MLN_USD","A","1970",19471.9518,
"KOR","GDP","TOT","MLN_USD","A","1971",22597.9428,
"KOR","GDP","TOT","MLN_USD","A","1972",25260.565,
"KOR","GDP","TOT","MLN_USD","A","1973",30595.589,
"KOR","GDP","TOT","MLN_USD","A","1974",36503.8778,
"KOR","GDP","TOT","MLN_USD","A","1975",43021.4625,
"KOR","GDP","TOT","MLN_USD","A","1976",51341.9524,
"KOR","GDP","TOT","MLN_USD","A","1977",61227.2688,
"KOR","GDP","TOT","MLN_USD","A","1978",72594.8363,
"KOR","GDP","TOT","MLN_USD","A","1979",85399.0113,
"KOR","GDP","TOT","MLN_USD","A","1980",91529.0244,
"KOR","GDP","TOT","MLN_USD","A","1981",107383.7948,
"KOR","GDP","TOT","MLN_USD","A","1982",123441.831,
"KOR","GDP","TOT","MLN_USD","A","1983",145263.2586,
"KOR","GDP","TOT","MLN_USD","A","1984",166220.941,
"KOR","GDP","TOT","MLN_USD","A","1985",184766.4935,
"KOR","GDP","TOT","MLN_USD","A","1986",209643.4979,
"KOR","GDP","TOT","MLN_USD","A","1987",241609.9611,
"KOR","GDP","TOT","MLN_USD","A","1988",279910.1805,
"KOR","GDP","TOT","MLN_USD","A","1989",311331.8856,
"KOR","GDP","TOT","MLN_USD","A","1990",354674.9854,
"KOR","GDP","TOT","MLN_USD","A","1991",404633.9803,
"KOR","GDP","TOT","MLN_USD","A","1992",439412.8704,
"KOR","GDP","TOT","MLN_USD","A","1993",480622.0761,
"KOR","GDP","TOT","MLN_USD","A","1994",536076.7618,
"KOR","GDP","TOT","MLN_USD","A","1995",599698.9675,
"KOR","GDP","TOT","MLN_USD","A","1996",657057.7614,
"KOR","GDP","TOT","MLN_USD","A","1997",707970.9808,
"KOR","GDP","TOT","MLN_USD","A","1998",676768.8318,
"KOR","GDP","TOT","MLN_USD","A","1999",764178.2649,
"KOR","GDP","TOT","MLN_USD","A","2000",850045.5464,
"KOR","GDP","TOT","MLN_USD","A","2001",908001.4937,
"KOR","GDP","TOT","MLN_USD","A","2002",989824.3999,
"KOR","GDP","TOT","MLN_USD","A","2003",1023783.1397,
"KOR","GDP","TOT","MLN_USD","A","2004",1102859.681,
"KOR","GDP","TOT","MLN_USD","A","2005",1165894.0613,
"KOR","GDP","TOT","MLN_USD","A","2006",1250723.7632,
"KOR","GDP","TOT","MLN_USD","A","2007",1354489.6394,
"KOR","GDP","TOT","MLN_USD","A","2008",1405710.9033,
"KOR","GDP","TOT","MLN_USD","A","2009",1396654.7456,
"KOR","GDP","TOT","MLN_USD","A","2010",1504724.4048,
"KOR","GDP","TOT","MLN_USD","A","2011",1559446.8342,
"KOR","GDP","TOT","MLN_USD","A","2012",1611272.9143,
"KOR","GDP","TOT","MLN_USD","A","2013",1644777.3066,
"KOR","GDP","TOT","MLN_USD","A","2014",1704457.6408,
"KOR","GDP","TOT","MLN_USD","A","2015",1824331.9727,
"KOR","GDP","TOT","MLN_USD","A","2016",1903410.733,
"KOR","GDP","TOT","MLN_USD","A","2017",1998129.7266,"P"
"KOR","GDP","TOT","MLN_USD","A","2018",2071181.6934,"E"
"KOR","GDP","TOT","USD_CAP","A","1970",603.949995,
